distance_m_mean,distance_m_max,distance_m_std,location-lat_count,rows,M2_ACC,M30_ACC,M60_ACC,AgeInMonths,sampleFreq,epochLength,breed_enc,sex_enc,neuter_enc,species
612.8490034576741,612.8490034576741,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
270.2121441872304,270.2121441872304,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
686.8515421225568,686.8515421225568,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
667.7539009269539,667.7539009269539,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
70.40730055649128,70.40730055649128,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
4.860304038845058,4.860304038845058,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
144.6817175308322,144.6817175308322,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
494.819980731343,494.819980731343,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
1146.831927738992,1146.831927738992,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
1029.2551499393649,1029.2551499393649,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
88.69071234595997,88.69071234595997,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
72.0644121527774,72.0644121527774,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
218.62071436817865,218.62071436817865,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
128.88972099018642,128.88972099018642,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
208.314094948672,208.314094948672,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
150.86124952784243,150.86124952784243,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
168.46070720508482,168.46070720508482,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
276.1597427966681,276.1597427966681,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
49.7624485855218,49.7624485855218,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
13.797611624605274,13.797611624605274,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
299.4626496378904,299.4626496378904,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
61.7518713655177,61.7518713655177,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
132.15857728426744,132.15857728426744,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
181.29725686785525,181.29725686785525,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
269.8236008773541,269.8236008773541,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
157.8376111246265,157.8376111246265,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
45.99488791915125,45.99488791915125,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
481.890384444481,481.890384444481,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
48.01285285190428,48.01285285190428,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
264.02207826933454,264.02207826933454,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
230.83806762112548,230.83806762112548,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
151.7708502902693,151.7708502902693,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
163.70942677937225,163.70942677937225,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
3.5709787099735917,3.559905441931366,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
586.7164871986611,586.7164871986611,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
57.19500320096343,57.19500320096343,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
175.2264100372435,175.2264100372435,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
218.76052449291035,218.76052449291035,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
99.6811568206188,99.6811568206188,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
199.66134834281988,199.66134834281988,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
78.88254694520091,78.88254694520091,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
139.25352630130547,139.25352630130547,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
293.81609020457023,293.81609020457023,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
351.6179299756612,351.6179299756612,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
181.57445228528653,181.57445228528653,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
277.88468947864254,277.88468947864254,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
238.93875456146395,238.93875456146395,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
223.0366886434835,223.0366886434835,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
